t,theta,theta_dot,torque
4.1000000000000005,-0.0001605728394614407,0.004027416247779533,0.00039488446803184404
4.15,3.4751374290150055e-05,0.0036068130070386287,-0.002324677117871565
4.2,0.0001856037963271532,0.0023215506783036805,-0.003944832284059139
4.25,0.00026069325044485,0.0006636489576324232,-0.0042422232354889615
4.3,0.0002541648082653284,-0.0008668508236533974,-0.003379046712153227
4.3500000000000005,0.0001825163240927161,-0.0018937845351042488,-0.001790852593838617
4.4,7.624289771905863e-05,-0.002240539147573704,-2.337389199902752e-05
4.45,-3.065575035615557e-05,-0.001939953312325428,0.0014298129115050476
4.5,-0.00011017986606804786,-0.0011877829657555702,0.002246589473898503
4.55,-0.00014654631829903443,-0.0002621036064610237,0.0023292465777160283
4.6000000000000005,-0.00013809143058344552,0.0005641529182451844,0.0017892949996290905
