t,theta,theta_dot,torque
4.55,0.04889247083410707,2.4656401859589397e-06,-0.0122196851298213
4.6000000000000005,0.04889257990602987,1.9038979330579927e-06,-0.012219644151628017
4.65,0.048892661658407235,1.3755359998661677e-06,-0.012219480238854885
4.7,0.0488927188051653,9.207689460979053e-07,-0.012219379656016827
4.75,0.04889275493250381,5.383395321749949e-07,-0.012219167314469814
4.800000000000001,0.048892773762918555,2.2802262292956552e-07,-0.012218992225825787
4.8500000000000005,0.04889277880666358,-1.6765224424660428e-08,-0.012218865565955639
4.9,0.04889277326224273,-1.8961462768696666e-07,-0.01221864577382803
4.95,0.048892760984151316,-2.94684964533374e-07,-0.012218541465699673
5.0,0.04889274451514549,-3.581046796992781e-07,-0.012218414805829525
