traj_id,t,x,z,theta,xq_dot,zq_dot,theta_dot,l,phi,l_dot,phi_dot,error_x,error_z,error_theta,error_phi,error_l,u_x,u_z,u_theta,u_phi,u_l
0,0.17,0.027897547027952066,4.991567869542595,-0.40640900461551105,0.48679330130474197,-0.115151497964838,0.3492113030921161,1.0,0.027502049091936015,0.0,0.4748702396099606,3.976726502346205,0.007295931579815118,-0.25662271634029415,-0.022984019629182548,0.0,10.0,1.3943899860950593,1.0757379657440511,-2.3117708527551266,0.0
0,0.18000000000000002,0.033009937800024425,4.990405460752881,-0.4022290009216505,0.53560655017767,-0.1173514350911394,0.4867894356799971,1.0,0.03248050500056917,0.0,0.5206576501109502,3.972102452972048,0.008432130457404874,-0.23775895846128842,-0.027502049091936015,0.0,10.0,1.475470212792248,0.41273439776364285,-2.6322732578594676,0.0
0,0.19000000000000003,0.03860932154313341,4.989224764836375,-0.3964104257725092,0.5841565764504247,-0.11881006725974667,0.6769255941482601,1.0,0.037913212394582806,0.0,0.5656778692437797,3.9669900621999754,0.009594539247118838,-0.21984459281188506,-0.03248050500056917,0.0,10.0,1.5486562034673714,0.5704084754047889,-2.9657975134703367,0.0
0,0.20000000000000004,0.04469165559365771,4.988032739040055,-0.3878949424894761,0.632137921733901,-0.1196179450905459,1.0261710624583578,1.0,0.043790877264405066,0.0,0.6095832914924066,3.9613906784568664,0.010775235163625219,-0.20207000167400868,-0.037913212394582806,0.0,10.0,1.6147099286782236,1.0477364049302924,-3.3104793294429387,0.0
0,0.21000000000000005,0.051249065113769886,4.986835497491851,-0.3758727209715765,0.6790957030662012,-0.11985297143548256,1.3782732411215621,1.0,0.05009995737266586,0.0,0.6518780861775064,3.955308344406342,0.011967260959944603,-0.18551556775259037,-0.043790877264405066,0.0,10.0,1.6743192033920007,1.0563065359896129,-3.664792265861056,0.0
0,0.22000000000000006,0.05826896187695419,4.985638433524172,-0.36101288735326453,0.7245755612611467,-0.11958159775063308,1.5936934825408315,1.0,0.056821796069263186,0.0,0.6920687120699922,3.94875093488623,0.013164502508148601,-0.17106968924832172,-0.05009995737266586,0.0,10.0,1.728082842330181,0.6462607242578082,-4.026630764484292,0.0
0,0.23000000000000007,0.06573491033442908,4.984446321354077,-0.34440766768483483,0.7682715198996395,-0.11886137934706244,1.7273504511451043,1.0,0.0639335078361736,0.0,0.7298121178712962,3.941731038123046,0.014361566475828091,-0.15820210417096714,-0.056821796069263186,0.0,10.0,1.7765058988366444,0.4009709058128186,-4.393389360716827,0.0
0,0.24000000000000007,0.07362802463590157,4.983263397768473,-0.3262786320130503,0.8099798897828212,-0.1177421248739106,1.8984566832118033,1.0,0.07140939819886818,0.0,0.7648700535704588,3.934265089665571,0.015553678645923164,-0.14597098365624828,-0.0639335078361736,0.0,10.0,1.8200162719883255,0.5133186962000966,-4.762689941849375,0.0
0,0.25000000000000006,0.08192736598551187,4.982093441548496,-0.30622475706652125,0.8494802141651345,-0.11626543775257765,2.1123183060940023,1.0,0.07922138942546136,0.0,0.7969906862628154,3.9263719753640984,0.01673660223152673,-0.13429490370663422,-0.07140939819886818,0.0,10.0,1.8589814610325404,0.6415848686465973,-5.132638091043878,0.0
0,0.26000000000000006,0.09060960599583301,4.980939855359256,-0.28424642021142543,0.886523837762494,-0.11446502584367475,2.2833490649251598,1.0,0.08733871894391178,0.0,0.825897758389103,3.918072634014488,0.017906558451503685,-0.12373225396781445,-0.07922138942546136,0.0,10.0,1.8937076721275787,0.5130922764934716,-5.501438173401112,0.0
0,0.2700000000000001,0.09964912515257238,4.979805735290255,-0.26097027221224983,0.9209142325727558,-0.11236877438041461,2.371880534909964,1.0,0.0957280766314573,0.0,0.8513710607570524,3.909390394004167,0.019060144640744348,-0.11448210971435202,-0.08733871894391178,0.0,10.0,1.9244340961929525,0.26559440995441275,-5.867093375697518,0.0
0,0.2800000000000001,0.10901880150223689,4.9786939179020475,-0.23700046304295325,0.9525462742097983,-0.11000083857088447,2.422081298949353,1.0,0.10435443242020562,0.0,0.8732856617489894,3.900350874847428,0.020194264709744836,-0.10614474789214567,-0.0957280766314573,0.0,10.0,1.9513424919482845,0.150602292118168,-6.227585373961928,0.0
0,0.2900000000000001,0.11869075820978796,4.977607013654264,-0.21249422915687216,0.9813642847429161,-0.10738222033083963,2.4791654782668653,1.0,0.11318182339596197,0.0,0.8915701630084025,3.890981198497763,0.021306082097952483,-0.09834103864861798,-0.10435443242020562,0.0,10.0,1.9745778107886474,0.1712525379525367,-6.581175288105496,0.0
0,0.3000000000000001,0.12863659673610836,4.976547439103031,-0.1874517567712456,1.00731619429426,-0.10453069168415649,2.52932899885845,1.0,0.12217362973087348,0.0,0.9061612198012631,3.881309241790212,0.02239298634573572,-0.09113005790156381,-0.11318182339596197,0.0,10.0,1.994260489592854,0.15049056177475517,-6.926411092181401,0.0
